834:1;buildings>infrastructure#2!industrial_complex#1!air_base#1!@3838#naval_base<3+!$manpower>322900$category>town$owner>FRA$vp>3838#1!$cores>COR!FRA!$provinces>3838!9851!11804!$?
199;buildings>infrastructure#3!industrial_complex#1!air_base#3!$manpower>1424022$category>town$vp>3457#3!$owner>SOV$cores>SOV!UKR!$provinces>462!3430!3457!3511!6429!6509!$?
2;buildings>infrastructure#4!air_base#8!arms_factory#1!industrial_complex#4!@11751#naval_base<5+!@11846#naval_base<2+!$manpower>2781971$category>city$owner>ITA$vp>9904#40!11846#5!$cores>ITA!$provinces>923!6862!9794!9904!11751!11846!11882!$?
20;buildings>infrastructure#4!arms_factory#1!industrial_complex#2!air_base#4!$manpower>2973200$resources>steel#60!aluminium#35!$category>city$owner>FRA$vp>6613#10!$cores>OCC!FRA!$provinces>641!3650!3770!6613!6639!6668!6786!9590!9728!9732!11593!11716!11794!$?
200;buildings>infrastructure#3!air_base#3!$manpower>1294082$category>town$owner>SOV$vp>11405#1!$cores>SOV!UKR!$provinces>429!588!3399!3767!6596!9571!9729!11405!11700!$?
201;buildings>infrastructure#3!air_base#3!$manpower>1417834$category>town$vp>6593#3!$owner>SOV$cores>SOV!UKR!$provinces>441!550!3470!3570!6593!9466!9493!9533!11464!11477!11490!11514!$?
202;buildings>infrastructure#4!arms_factory#2!industrial_complex#3!fuel_silo#1!air_base#8!$manpower>2495352$resources>oil#8!aluminium#7!$category>city$owner>SOV$vp>525#25!$cores>SOV!UKR!$provinces>489!504!525!582!3494!3543!6497!9465!9543!9568!11557!$?
203;buildings>infrastructure#3!industrial_complex#1!$manpower>2405190$category>large_town$vp>488#5!$owner>SOV$cores>SOV!UKR!$provinces>434!458!488!3452!3468!6451!6478!9451!9491!11409!11424!11438!11454!11530!$?
204;buildings>infrastructure#3!$manpower>1041084$category>rural$vp>3350#3!11313#1!$owner>SOV$cores>SOV!BLR!$provinces>304!331!360!386!3350!3759!6373!11313!$?
205;buildings>infrastructure#3!$manpower>1121004$category>town$owner>SOV$cores>SOV!$vp>382#1!$provinces>246!274!352!382!3263!3308!3345!3377!6252!6365!9261!9301!11235!11284!11300!11369!$?
206;buildings>infrastructure#3!industrial_complex#2!air_base#8!$manpower>1163163$category>city$owner>SOV$vp>11370#20!9289#5!$cores>SOV!BLR!$provinces>216!294!342!3267!3378!6292!9289!11216!11322!11370!$?
207;buildings>infrastructure#3!air_base#5!$manpower>1217854$category>town$owner>SOV$vp>11241#5!$cores>SOV!BLR!$provinces>323!3219!3331!6220!6249!6326!6371!9241!9323!11220!11241!$?
208;buildings>infrastructure#3!air_base#3!$manpower>341819$category>rural$owner>SOV$cores>SOV!$vp>9098#1!$provinces>104!126!181!3120!6139!6197!9097!9098!11032!11080!11139!11186!$?
209;buildings>infrastructure#3!air_base#4!$manpower>639587$category>town$owner>SOV$vp>11202#3!$cores>SOV!$provinces>95!415!3053!3310!6324!9120!9319!9408!11097!11202!11304!11392!$?
21;buildings>infrastructure#3!industrial_complex#1!dockyard#3!arms_factory#1!fuel_silo#1!air_base#10!@911#naval_base<10+coastal_bunker<1+!@11834#naval_base<3+coastal_bunker<1+!$manpower>2060400$resources>aluminium#60!$category>city$owner>FRA$vp>911#1!11834#10!$cores>OCC!FRA!$provinces>911!956!958!3762!3928!11834!11849!11875!$?
210;buildings>infrastructure#3!$manpower>830133$category>rural$owner>SOV$cores>SOV!$vp>11234#1!$provinces>207!248!354!387!3333!6242!6293!9254!9331!9353!9386!11234!11259!$?
211;buildings>infrastructure#2!industrial_complex#2!@9783#naval_base<3+!@9902#naval_base<1+!$manpower>1358394$category>town$owner>BUL$vp>9783#5!9902#3!6967#3!9888#1!9769#1!$cores>BUL!$provinces>649!6967!9769!9783!9888!9902!9919!$?
212;buildings>infrastructure#2!arms_factory#3!industrial_complex#2!air_base#2!$manpower>1814936$category>large_town$resources>chromium #!$owner>BUL$vp>6923#10!6814#3!9862#1!$cores>BUL!$provinces>878!893!3937!6814!6857!6923!6952!6982!9818!9862!11813!$?
213;buildings>infrastructure#1!air_base#2!@3134#naval_base<4+coastal_bunker<1+!$manpower>275751$category>rural$resources>steel#14!chromium#12!$owner>SOV$vp>3134#5!6181#1!$cores>SOV!$provinces>15!74!98!116!142!178!3012!3121!3134!3170!6117!6140!6157!6181!6194!9039!9059!9115!9123!9162!9165!9179!9201!9203!9215!9217!11031!11088!11117!11128!11140!11183!11196!$?
214;buildings>infrastructure#1!industrial_complex#1!air_base#3!@3338#naval_base<3+!$manpower>1050883$category>town$owner>SOV$vp>3338#5!$cores>SOV!$provinces>3!18!26!72!87!89!127!138!140!180!183!312!3031!3064!3065!3075!3080!3081!3086!3092!3130!3166!3168!3338!6034!6051!6075!6088!6100!6102!6105!6109!6166!6193!6199!9041!9101!9124!9130!9187!9213!9248!11038!11042!11061!11071!11074!11089!11137!11171!11178!$?
215;buildings>infrastructure#2!$resources>steel#30!$owner>SOV$cores>SOV!KAR!$provinces>36!80!86!94!134!155!157!170!176!2998!3008!3067!3071!3078!3189!6021!6029!6090!6096!6098!6159!6175!9045!9055!9074!9119!9195!9198!11045!11054!11094!11096!11146!11175!11181!11212!13130!$manpower>214858$category>rural$?
216;buildings>infrastructure#2!air_base#3!$category>rural$owner>SOV$vp>11159#1!$cores>SOV!KAR!$provinces>40!90!92!2356!2994!3033!3084!3144!6057!6070!6094!6106!6172!9078!9118!9231!11092!11150!11153!11159!13194!13198!$manpower>229564$?
217;buildings>infrastructure#4!arms_factory#1!industrial_complex#1!air_base#1!$manpower>1135070$category>city$owner>SOV$vp>3529#30.0!$cores>SOV!$provinces>498!520!3503!3529!3555!6503!6527!6541!9459!9474!9504!9530!11447!11474!11484!$?
218;buildings>infrastructure#3!arms_factory#1!industrial_complex#1!air_base#3!@9417#naval_base<5+!$manpower>1501076$category>city$owner>SOV$vp>9417#15!$cores>SOV!$provinces>585!6445!9417!9430!11418!11434!11450!11559!$?
219;buildings>infrastructure#4!arms_factory#7!industrial_complex#3!air_base#10!$manpower>8335992$category>megalopolis$resources>steel#16!$owner>SOV$vp>6380#50!$cores>SOV!$provinces>301!350!366!401!3259!3290!3327!3358!3391!6283!6290!6348!6380!6414!9235!9282!9302!9348!9378!9395!11217!11236!11268!11282!11330!$?
22;buildings>infrastructure#3!industrial_complex#2!air_base#2!$manpower>1691200$category>town$resources>steel#70!aluminium#50!$owner>FRA$vp>9898#1!$cores>OCC!FRA!$provinces>752!760!3751!6770!6960!6962!9723!9898!11709!11711!11877!$?
220;buildings>infrastructure#3!air_base#1!$manpower>1680086$category>city$owner>SOV$vp>3580#5!$cores>SOV!$provinces>457!558!580!3554!3580!6254!6304!6543!6603!9260!9542!9579!11244!11526!$?
221;buildings>infrastructure#4!arms_factory#1!air_base#5!$manpower>2227520$category>city$resources>steel#33!$owner>SOV$vp>418#10!$cores>SOV!UKR!$provinces>418!3409!3508!3531!6530!6554!9531!9556!11397!11461!11541!$?
222;buildings>infrastructure#3!industrial_complex#1!air_base#4!$manpower>1218607$category>rural$resources>steel#40!chromium#8!$owner>SOV$vp>9355#10!$cores>SOV!$provinces>302!328!384!6355!9328!9355!9384!9411!11214!11283!11310!11337!11368!$?
223;buildings>infrastructure#3!arms_factory#2!air_base#1!synthetic_refinery#1!$manpower>1635549$category>town$owner>SOV$vp>6262#3!$cores>SOV!$provinces>212!261!300!3236!3250!3292!3376!6262!6315!6333!6396!9366!11242!11347!$?
224;buildings>infrastructure#3!air_base#2!$manpower>1707567$category>town$owner>SOV$vp>3335#10!$cores>SOV!$provinces>288!315!343!371!398!3226!3306!3335!3364!3390!6305!6330!6386!6411!11229!11298!11325!$?
225;buildings>infrastructure#3!$manpower>1338280$category>town$vp>3520#3!9566#1!$owner>SOV$cores>SOV!UKR!$provinces>463!501!522!3225!3455!3520!6565!9477!9566!11462!11553!$?
226;buildings>infrastructure#3!industrial_complex#2!air_base#2!$manpower>2391047$category>town$resources>oil#4!$owner>SOV$vp>11437#10!11561#1!$cores>SOV!UKR!$provinces>453!472!486!6423!9419!9433!9463!9479!11422!11437!11452!11561!$?
227;buildings>infrastructure#3!$manpower>3767336$category>city$owner>SOV$vp>6474#10!$cores>SOV!UKR!$provinces>502!3421!3449!3466!3479!3491!6420!6474!6493!6776!$?
228;buildings>infrastructure#3!$manpower>2167411$category>town$owner>SOV$vp>9461#1!$cores>SOV!UKR!$provinces>523!547!570!6505!6519!9446!9461!9476!11487!11513!$?
229;buildings>infrastructure#2!industrial_complex#1!fuel_silo#1!air_base#1!$resources>oil#70!$owner>SOV$vp>7661#10!11674#1!$cores>SOV!AZR!$provinces>1467!1536!1539!1610!4458!4473!4477!4545!4614!6763!7495!7661!9715!11645!11674!11704!12434!$manpower>2881049$category>large_town$?
23;buildings>infrastructure#3!industrial_complex#1!@6657#naval_base<3+!$manpower>1603100$category>town$resources>steel#30!$owner>FRA$vp>6657#5!$cores>FRA!$provinces>595!629!655!3659!6657!9597!9631!11582!11596!11600!$?
230;buildings>infrastructure#2!industrial_complex#2!air_base#2!$owner>SOV$vp>12320#3!12441#1!$cores>SOV!ARM!$provinces>3564!4660!6642!6997!11708!12320!12380!12441!12450!13123!$manpower>1250082$category>town$?
231;buildings>infrastructure#2!industrial_complex#1!air_base#3!@3653#naval_base<2+coastal_bunker<1+!$owner>SOV$vp>1599#5!3653#3!$cores>SOV!GEO!$provinces>654!772!1530!1599!3653!3656!3658!4534!4605!6436!6669!6671!9626!9702!12309!$manpower>2457844$category>town$?
232;buildings>infrastructure#2!$manpower>1358292$category>rural$resources>oil #!$owner>SOV$vp>6701#3!$cores>SOV!DAG!$provinces>683!700!712!728!1450!3668!3682!3711!4463!6701!6730!6748!7554!7624!9645!11632!$?
233;buildings>infrastructure#2!$resources>chromium #!$owner>SOV$cores>SOV!$vp>9663#1!$provinces>3698!6692!6721!9649!9663!9674!11664!$manpower>387990$category>rural$?
234;buildings>infrastructure#3!industrial_complex#1!@719#naval_base<3+coastal_bunker<1+!$manpower>2903371$category>city$resources>tungsten#17!oil#12!$owner>SOV$vp>3720#1!719#3!3734#5!$cores>SOV!$provinces>717!719!735!750!765!3717!3720!3734!3752!3760!3765!6736!6738!6741!6755!6768!6781!6783!9691!9694!9696!9709!9744!11668!11681!11729!$?
235;buildings>infrastructure#2!air_base#2!$manpower>1316516$category>rural$resources>chromium#14!$owner>SOV$cores>SOV!$vp>11696#3!$provinces>714!731!748!3748!6702!6718!6733!6750!6753!9688!9705!9707!9726!9742!11633!11661!11678!11690!11693!11694!11696!$?
236;buildings>infrastructure#2!air_base#1!$manpower>647208$category>rural$owner>SOV$vp>9753#3!$cores>SOV!$provinces>618!757!3435!3461!3487!6486!6516!6620!9440!9455!9592!9753!11429!11579!11736!$?
237;buildings>infrastructure#1!$manpower>169620$category>rural$owner>SOV$cores>SOV!KAL!$vp>11724#1!$provinces>481!742!745!759!3413!3439!3475!3597!3726!3746!3774!6463!6758!6760!6791!6794!9426!9442!9594!9720!9722!9735!9739!11416!11566!11706!11724!11727!$?
238;buildings>infrastructure#2!$manpower>556677$category>rural$owner>SOV$cores>SOV!$vp>775#1!$provinces>426!775!3417!3443!3464!3587!3777!3779!6417!6468!6490!6765!6796!9415!9581!11400!11403!$?
239;buildings>infrastructure#3!industrial_complex#1!$manpower>1226088$category>town$owner>SOV$vp>3578#5!$cores>SOV!$provinces>326!353!433!483!578!3304!3316!3343!3426!3465!3477!3578!6328!6366!6450!6492!9326!9352!9460!9564!11308!11408!11449!11551!$?
24;buildings>infrastructure#4!industrial_complex#2!$manpower>1546300$category>large_town$owner>FRA$vp>3671#10!512#15!$cores>FRA!$provinces>512!3493!3671!6518!6533!6688!9492!11611!11631!$?
240;buildings>infrastructure#3!$manpower>1364537$category>town$vp>9449#1!$owner>SOV$cores>SOV!$provinces>473!534!3492!6432!6481!6517!6577!9424!9449!9489!9518!11439!11500!$?
241;buildings>infrastructure#3!air_base#3!$manpower>943422$category>rural$owner>SOV$vp>9288#10!$cores>SOV!BLR!$provinces>289!6233!6344!6354!9247!9288!9342!9371!9396!11230!11271!11355!11383!$?
242;buildings>infrastructure#3!industrial_complex#1!air_base#5!$manpower>1300028$category>large_town$owner>SOV$vp>306#15!$cores>SOV!$provinces>306!335!3247!3279!3313!3362!6273!6387!9272!9318!9382!9399!11254!11290!11353!11384!$?
243;buildings>infrastructure#3!air_base#2!$manpower>576210$category>rural$owner>SOV$cores>SOV!$vp>11336#1!$provinces>223!236!3210!3278!3297!6243!9253!9351!11336!$?
244;buildings>infrastructure#3!$manpower>195325$category>rural$owner>SOV$cores>SOV!$vp>9197#1!$provinces>70!3072!3110!6035!6095!9164!9197!11174!$?
245;buildings>infrastructure#3!$manpower>761769$category>rural$owner>SOV$cores>SOV!$vp>11476#1!$provinces>449!484!500!509!533!3478!3489!3505!3519!3540!6544!6566!9488!9516!9540!9565!11459!11476!11501!$?
246;buildings>infrastructure#3!$manpower>1025458$category>rural$resources>steel#16!$owner>SOV$vp>11349#1!$cores>SOV!$provinces>187!226!287!333!2999!3101!3215!3235!3321!3344!6264!6303!6367!6400!9242!9265!9287!9333!9343!11224!11272!11315!11326!11349!$?
247;buildings>infrastructure#3!air_base#2!$manpower>1331211$category>town$owner>SOV$vp>6245#10!$cores>SOV!$provinces>85!150!344!3143!3176!3323!6022!6122!6203!6245!6346!9046!9144!9256!11084!11154!11250!$?
248;buildings>infrastructure#3!industrial_complex#1!air_base#1!$manpower>1664541$category>large_town$owner>SOV$vp>121#5!$cores>SOV!$provinces>2!62!97!121!164!231!252!3077!3116!3190!3220!6056!6101!6143!6167!6356!9122!9188!9345!11039!11099!11166!11205!13128!$?
249;buildings>infrastructure#3!arms_factory#1!$manpower>2761291$category>town$resources>steel#25!$owner>SOV$vp>6338#10!$cores>SOV!TAT!$provinces>228!260!292!355!372!403!404!3214!3251!3328!3348!3365!6308!6323!6338!6352!6368!9336!9354!9385!9401!9514!10301!11243!11292!11339!11389!11496!$?
25;buildings>infrastructure#3!$manpower>1343700$category>large_town$owner>FRA$vp>620#5!$cores>OCC!FRA!$provinces>620!625!755!3598!3771!6618!6775!6792!9717!9734!9751!11718!11720!$?
250;buildings>infrastructure#2!industrial_complex#1!$manpower>1630524$category>town$resources>steel#14!$owner>SOV$cores>SOV!$vp>392#1!$provinces>286!345!392!3196!3197!3246!3269!3276!3334!3372!3382!6226!6294!6302!6337!6394!9338!11273!11319!11373!$?
251;buildings>infrastructure#3!arms_factory#2!air_base#1!$manpower>1391819$category>town$owner>SOV$vp>11225#3!$cores>SOV!$provinces>298!338!339!365!393!497!3216!6275!6404!9243!9271!9299!9365!9391!11225!11256!11281!11348!11377!$?
252;buildings>infrastructure#3!arms_factory#2!air_base#1!$manpower>3378176$category>city$owner>SOV$vp>11375#10!$cores>SOV!$provinces>12!256!270!297!368!3224!3245!3261!3285!3303!3349!3352!3383!6149!6231!6295!6299!6327!6370!6374!6392!6410!9291!9298!9325!9358!9360!9368!9389!9407!11275!11277!11324!11340!11344!11375!11394!$?
253;buildings>infrastructure#3!$manpower>2585987$category>town$owner>SOV$cores>SOV!$vp>6269#3!$provinces>214!280!346!357!378!3202!3240!3268!3339!3347!3370!6135!6215!6247!6269!6316!6358!6362!9033!9159!9257!9267!9278!9311!9356!11134!11239!11252!11295!11338!11362!$?
254;buildings>infrastructure#3!$manpower>1824120$category>town$owner>SOV$cores>SOV!$vp>11248#1!$provinces>269!283!314!330!397!3257!3275!3302!3322!3356!3387!6279!6284!9266!9273!9313!9330!9376!11248!11258!11294!11314!11363!11379!$?
255;buildings>infrastructure#2!$manpower>2342937$category>town$owner>SOV$cores>SOV!$vp>9258#3!$provinces>208!257!324!376!380!3221!3266!3317!3360!3371!6248!6291!6329!6343!6353!6382!6391!6409!9258!9276!9286!9324!9344!9380!9409!11240!11262!11269!11309!11335!11364!11393!$?
256;buildings>infrastructure#2!$manpower>786030$category>town$vp>9259#1!$owner>SOV$cores>SOV!CHU!$provinces>3282!6253!6312!6357!9244!9259!9307!9373!11356!$?
257;buildings>infrastructure#2!$manpower>1779583$category>rural$resources>chromium#7!$owner>SOV$cores>SOV!$vp>11351#1!$provinces>232!275!313!340!367!396!471!3332!3389!9245!9312!9367!9422!11227!11296!11323!11351!11381!11436!$?
258;buildings>infrastructure#3!$manpower>1282096$category>town$owner>SOV$cores>SOV!$vp>6398#1!$provinces>356!3199!3291!3318!3346!6230!6317!6341!6369!6398!9339!9394!$?
259;buildings>infrastructure#3!$manpower>1442584$category>rural$vp>11504#3!$owner>SOV$cores>SOV!UKR!$provinces>511!559!3557!6495!6507!6578!6605!9413!9519!11504!$?
26;buildings>infrastructure#3!industrial_complex#1!$manpower>877800$category>town$owner>FRA$vp>3594#3!$cores>OCC!FRA!$provinces>590!769!3594!3754!6644!6773!6789!9593!9607!9748!11576!$?
260;buildings>infrastructure#3!arms_factory#1!synthetic_refinery#1!$manpower>2567983$category>town$owner>SOV$vp>413#5!$cores>SOV!$provinces>413!437!510!3469!3504!3527!3566!3567!6428!6477!6494!6553!6587!6591!9448!9529!9552!11396!11412!11475!11540!$?
261;buildings>infrastructure#4!arms_factory#1!industrial_complex#6!$resources>steel#28!aluminium#9!$category>metropolis$owner>USA$cores>USA!$vp>6855#5!6890#10!$provinces>659!689!827!831!882!971!3685!3829!3853!3872!4442!4601!6855!6874!6890!7528!9760!9775!9808!9825!11760!11776!11791!11890!13154!$manpower>6646694$?
262;buildings>infrastructure#1!$manpower>21795$category>rural$resources>oil #!$owner>SOV$cores>SOV!KOM!$provinces>154!6016!6177!6538!9099!9121!9230!10723!11182!$?
263;buildings>infrastructure#3!air_base#2!$manpower>1092577$category>town$owner>SOV$vp>117#5!$cores>SOV!$provinces>8!71!110!117!320!3089!6086!6154!6225!9212!9234!11072!11109!11191!$?
264;buildings>infrastructure#2!air_base#1!$manpower>185559$category>rural$owner>SOV$vp>3140#1!$cores>SOV!$provinces>39!57!93!152!172!194!3035!3085!3140!3142!3163!6131!6169!9060!9082!9107!9111!9153!9177!9184!9190!11048!11059!11083!11093!11131!11165!13129!$?
265;buildings>infrastructure#3!$manpower>468781$category>rural$owner>SOV$cores>SOV!$vp>487#1!$provinces>487!518!544!579!3431!3539!3582!6454!6528!6563!6602!9436!9464!9502!11423!11451!11485!11512!11527!11555!$?
266;buildings>infrastructure#2!arms_factory#1!industrial_complex#2!air_base#3!$manpower>3446250$category>town$owner>PER$vp>10837#10!$cores>PER!$provinces>4580!7602!10385!10768!10837!$?
267;buildings>infrastructure#1!arms_factory#1!industrial_complex#2!$manpower>4637140$category>town$resources>tungsten#3!$owner>AFG$vp>10737#5!12248#1!$cores>AFG!$provinces>5082!7448!7519!7584!7916!7984!10476!10737!10781!10826!10852!10896!12248!12314!12653!12769!12831!12877!$?
268;buildings>infrastructure#2!air_base#2!@8124#naval_base<2+!$manpower>85232$category>enclave$owner>FRA$cores>DJI!$vp>8124#1!$provinces>4985!8124!$?
269;buildings>infrastructure#2!@10833#naval_base<1+!$manpower>344700$category>enclave$vp>10833#1!5068#1!$owner>ENG$cores>SOM!$provinces>1905!5068!8094!10777!10833!10921!12759!12814!$?
27;buildings>infrastructure#4!industrial_complex#2!air_base#2!$manpower>1370800$category>city$resources>aluminium#11!$owner>FRA$vp>3652#5!$cores>FRA!$provinces>648!667!680!817!3506!3652!3669!3681!9609!9625!9644!11628!$?
270;buildings>infrastructure#1!@1280#naval_base<1+!$manpower>40$category>enclave$owner>ENG$provinces>1280!$?
271;buildings>infrastructure#2!arms_factory#2!industrial_complex#2!air_base#1!$manpower>10000000$resources>rubber#2!$category>town$owner>ETH$vp>5010#5!1984#1.0!7980#1.0!$cores>ETH!$provinces>1984!2009!2040!2072!4954!4995!5010!5041!5097!7912!7944!7980!8019!8036!8062!10734!10775!12714!12757!12812!12856!13137!$?
272;buildings>infrastructure#2!air_base#4!@4948#naval_base<3+!$manpower>1638000$resources>steel#3!$category>pastoral$owner>FRA$cores>SEN!$vp>4948#5!$provinces>2100!4948!7972!8015!12710!12834!$?
273;buildings>infrastructure#0!$manpower>42633$category>wasteland$owner>ITA$cores>LBA!$provinces>1057!1060!1140!1994!4191!4962!5004!7985!10104!10754!10785!10884!11951!12022!12082!12866!$?
274;buildings>infrastructure#2!@10862#naval_base<2+!$owner>ENG$cores>GHA!$vp>10862#1!$provinces>8039!8096!10862!12742!12785!12787!13136!$manpower>3163600$category>rural$?
275;buildings>infrastructure#3!arms_factory#1!industrial_complex#5!air_base#3!$manpower>3680363$category>city$resources>steel#5!chromium#53!$owner>SAF$vp>10400#10!$cores>SAF!$provinces>1688!2171!2213!5106!5217!5231!10400!10566!10668!12064!12648!$?
276;buildings>infrastructure#4!arms_factory#2!industrial_complex#4!air_base#5!$manpower>3117017$category>large_city$owner>CAN$cores>CAN!$vp>3778#20!3775#10!$provinces>605!722!749!774!779!3605!3608!3635!3640!3661!3763!3775!3778!4270!6607!6610!6625!6630!6662!6676!6797!9580!9583!9585!9634!9667!9711!9743!11567!11569!11585!11602!11695!11725!11728!13156!$?
277;buildings>infrastructure#3!arms_factory#2!industrial_complex#4!air_base#3!$manpower>3424403$category>city$resources>steel#6!$owner>MEX$cores>MEX!$vp>1965#25!2008#10!$provinces>1965!2008!2011!7913!12755!$?
